t_s,t_ms,deltaE_nJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,ER_pJ,residual_aJ
0.00615,6.15,3.873314952287954e-6,4.119270692831629e-6,2.9376126193711586e-8,2.7533186668855124e-7,5.383670613593306e-25,2.3154420214398684e-14,-2.568151468088977e-8
0.0062,6.2,4.058963450178585e-6,4.3143616187725695e-6,3.089274656831468e-8,2.862909151201393e-7,5.597967713503887e-25,2.5298232506206562e-14,-1.6861704633872822e-8
0.0066,6.6,5.802097500239425e-6,6.141246749620983e-6,4.525041230577315e-8,3.843996616257737e-7,7.516453369665393e-25,4.9513277046115274e-14,-1.204457481994729e-8
0.00665,6.6499999999999995,6.054944285410611e-6,6.405622281924175e-6,4.734666083092616e-8,3.9802465726644085e-7,7.782890590251572e-25,5.361912917917252e-14,-2.4430677108048702e-8
0.0067,6.7,6.316189849577588e-6,6.67864009800898e-6,4.951537318824509e-8,4.119656215442519e-7,8.055507802489799e-25,5.800517175713044e-14,-1.737929599531096e-8
0.00675,6.75,6.586032237495532e-6,6.960500809280787e-6,5.1758262604513065e-8,4.2622683430890077e-7,8.334388792049696e-25,6.270513621600041e-14,-1.8161944620903353e-8
0.0071,7.1000000000000005,8.73295676680168e-6,9.19867168994617e-6,6.968555175698423e-8,5.354004747772968e-7,1.046934599029796e-24,1.0573324581519972e-13,-1.844366657168041e-8
0.00715,7.15,9.079092174428818e-6,9.558893346446979e-6,7.258709042871508e-8,5.523882623047632e-7,1.0801559692502456e-24,1.1359674364848132e-13,-2.8516434255221203e-8
0.0072,7.2,9.435752143668423e-6,9.929911210801059e-6,7.557956709976347e-8,5.697386340931979e-7,1.1140866136723693e-24,1.2195013266811362e-13,-1.724992280685471e-8
0.00725,7.25,9.803166617321415e-6,1.0311958270634073e-5,7.866499514695006e-8,5.874566483062803e-7,1.1487364388114217e-24,1.3084146405277658e-13,-2.2486184280485484e-8
0.0073,7.3,1.0181568508755844e-5,1.07052705041244e-5,8.184541764807188e-8,6.05547412848757e-7,1.1841154492308491e-24,1.4027750678707247e-13,-2.759386142656523e-8
0.00735,7.35,1.0571193624387805e-5,1.1110086795256748e-5,8.512290696928305e-8,6.240160776573844e-7,1.2202337324086106e-24,1.503097378660876e-13,-3.05323682985135e-8
0.0074,7.4,1.0972280574504245e-5,1.1526648836928814e-5,8.849956425226183e-8,6.428678264989414e-7,1.2571014428105367e-24,1.6094655134423702e-13,-1.6941774015752756e-8
0.00745,7.45,1.1385070675009426e-5,1.1955201024491393e-5,9.19775188008264e-8,6.621078680840178e-7,1.2947287844550651e-24,1.7224304389147492e-13,-2.6532843509042968e-8
0.0079,7.9,1.5667820782270306e-5,1.6393219386456142e-5,1.282016582377347e-7,8.536002620933747e-7,1.6692412158113703e-24,3.0904701338442276e-13,-2.1149952514654243e-8
0.00795,7.95,1.621141825138235e-5,1.6955610860004516e-5,1.328152443258963e-7,8.770078525866047e-7,1.7150226584795002e-24,3.2892162612804606e-13,-3.2535581959709104e-8
0.008,8.0,1.6769513177125948e-5,1.7532817700030382e-5,1.37555128209404e-7,9.008596507338752e-7,1.7616733379380435e-24,3.498844082566865e-13,-3.0078280239945657e-8
0.00805,8.05,1.7342367865821027e-5,1.8125104476988394e-5,1.4242369109524197e-7,9.251603018626051e-7,1.809202368301072e-24,3.720159354021508e-13,-2.7985629473620614e-8
0.0081,8.1,1.79302451229167e-5,1.873273612036071e-5,1.4742332488497216e-7,9.499143219033556e-7,1.8576186118180238e-24,3.95339723443327e-13,-3.028535622756617e-8
0.00845,8.45,2.248808829569357e-5,2.3438028042664272e-5,1.862929360030935e-7,1.136232682350312e-6,2.2220535465639378e-24,5.973319712564244e-13,-2.61491612862661e-8
0.0085,8.5,2.320558762369393e-5,2.4177916032129686e-5,1.9242782150511308e-7,1.1647562292828065e-6,2.277847568290261e-24,6.324528623688867e-13,-2.5608988781416012e-8
0.00855,8.55,2.3940457001917738e-5,2.4935507318923962e-5,1.987154254820467e-7,1.1937657417838147e-6,2.3345928801966607e-24,6.693619546672048e-13,-3.50958300276039e-8
0.0086,8.6,2.46929505482237e-5,2.5711056135330706e-5,2.051581228204378e-7,1.2232637091842953e-6,2.3922943932358655e-24,7.080961127801717e-13,-3.505066774077999e-8
0.00865,8.65,2.54633200562158e-5,2.6504814133785726e-5,2.117582730031557e-7,1.2532523497910097e-6,2.4509564894994695e-24,7.487650740559869e-13,-3.3304524127073286e-8
0.0087,8.7,2.6251814722926374e-5,2.731703010636541e-5,2.1851821746325623e-7,1.2837336000799953e-6,2.5105830011547015e-24,7.914083442182561e-13,-3.0887454313476104e-8
0.00875,8.75,2.7058680878719028e-5,2.8147949707011523e-5,2.2544027692350174e-7,1.3147091043461767e-6,2.5711771901103315e-24,8.361404169684819e-13,-3.368159963976893e-8
0.00905,9.05,3.229904497071565e-5,3.353953567199229e-5,2.705037280244357e-7,1.5109944281113335e-6,2.9551698630011496e-24,1.1525220915098701e-12,-3.721530206470645e-8
0.0091,9.1,3.324111208431287e-5,3.450793815399873e-5,2.7862327421831306e-7,1.5454493426598432e-6,3.022577577985841e-24,1.2140463072602048e-12,-3.0282595214397896e-8
0.00915,9.15,3.420338642540911e-5,3.549686411792653e-5,2.869224373173034e-7,1.580400128519424e-6,3.090956543309964e-24,1.2783436231553794e-12,-3.6958527840057014e-8
0.0092,9.2,3.5186076811006664e-5,3.650651902821251e-5,2.95403233186781e-7,1.6158454490112936e-6,3.1603042007177186e-24,1.3454647940471274e-12,-3.587108308220985e-8
0.00925,9.25,3.6189386681721394e-5,3.753710266338424e-5,3.0406763122407534e-7,1.6517836114292576e-6,3.230617296501545e-24,1.4155450854810752e-12,-4.2115508792713075e-8
0.0093,9.299999999999999,3.721351388504528e-5,3.85888088998225e-5,3.129175520376825e-7,1.6882125652909494e-6,3.3018918781500332e-24,1.4886368619136033e-12,-3.531414728312381e-8
0.00935,9.350000000000001,3.82586504688227e-5,3.966182550656264e-5,3.219548651981668e-7,1.725129901341088e-6,3.3741232922327676e-24,1.5648786277017483e-12,-3.2147067963887755e-8
0.0094,9.4,3.9324982482529934e-5,4.075633394873463e-5,3.311813870726785e-7,1.7625328515953196e-6,3.447306184538983e-24,1.6443240645436821e-12,-3.7734569755568184e-8
0.0098,9.799999999999999,4.863888120039344e-5,5.030566680210233e-5,4.120039252578182e-7,2.0787895245225266e-6,4.066151638202621e-24,2.4079744328029337e-12,-3.6209898841002276e-8
0.00985,9.85,4.9903269766963725e-5,5.160064481457187e-5,4.2300533203982414e-7,2.1203803770810716e-6,4.147543424583598e-24,2.5209515773044563e-12,-4.5948386715955664e-8
0.0099,9.9,5.1190348200500594e-5,5.2918547482139035e-5,4.34210777127166e-7,2.1624100560927767e-6,4.229795804140828e-24,2.6381343406577776e-12,-3.4698835777051425e-8
0.00995,9.950000000000001,5.250022651233229e-5,5.425947723185109e-5,4.4562137700611135e-7,2.2048720937224756e-6,4.3128961906479295e-24,2.759671130673958e-12,-4.276493853293627e-8
0.01,10.0,5.383300717846571e-5,5.562352873311973e-5,4.5723817703025e-7,2.2477597287599e-6,4.3968314240752805e-24,2.8856160085557687e-12,-3.8755158551697866e-8
0.01005,10.05,5.5188785085803504e-5,5.701078885482468e-5,4.6906215068459417e-7,2.291065916648656e-6,4.48158779006089e-24,3.0161172291070264e-12,-4.099828453569382e-8
0.0102,10.200000000000001,5.939493644512927e-5,6.13125720181701e-5,5.057857582006441e-7,2.4234213277648004e-6,4.7406386661560476e-24,3.435768993881296e-12,-4.090086021389902e-8
0.01025,10.25,6.084349910151381e-5,6.279337839551969e-5,5.184467048595351e-7,2.4683259952364998e-6,4.828532074881307e-24,3.5853974826555774e-12,-4.351948398878017e-8
0.0103,10.3,6.231541844156187e-5,6.429770997702055e-5,5.313185971723294e-7,2.513610128853287e-6,4.917170482819905e-24,3.7400287602898314e-12,-3.769532392553344e-8
0.0104,10.4,6.532951469822864e-5,6.737709998611372e-5,5.576972787914623e-7,2.6052825625716476e-6,5.0966155889519086e-24,4.064779643587217e-12,-4.0116732474109336e-8
0.01045,10.45,6.68717661962496e-5,6.895221454281346e-5,5.712049138422857e-7,2.6516532561338204e-6,5.187387972326515e-24,4.235087817781536e-12,-3.723699573960003e-8
0.0105,10.5,6.843752359362639e-5,7.055096663985485e-5,5.849251864295145e-7,2.6983682282073814e-6,5.278836774891128e-24,4.410775295492173e-12,-3.981380988650447e-8
0.0106,10.6,7.163962150036854e-5,7.381941088648564e-5,6.130045301333024e-7,2.7927939114315525e-6,5.463691315381787e-24,4.778746662231722e-12,-4.0102138547362744e-8
0.01065,10.65,7.32759758919022e-5,7.54890977449276e-5,6.273638630893993e-7,2.8404857111054244e-6,5.5570601793874665e-24,4.971206846720217e-12,-3.815286325056163e-8
0.0107,10.7,7.493586404786345e-5,7.718241168622155e-5,6.419363582834979e-7,2.8884839914324273e-6,5.651031763685122e-24,5.169398590173603e-12,-3.976884481490687e-8
0.01075,10.75,7.66192743186121e-5,7.889933134566062e-5,6.567219679216082e-7,2.936778989557966e-6,5.745587027959324e-24,5.3734543185468744e-12,-3.870112157969023e-8
0.0108,10.8,7.832618772162296e-5,8.063982799505571e-5,6.717205738447562e-7,2.985360841657333e-6,5.84070673325501e-24,5.583406587642005e-12,-3.676801793144614e-8
0.01085,10.85,8.00565780035114e-5,8.240386561573434e-5,6.86931988219956e-7,3.0342195946081847e-6,5.93637146470631e-24,5.799383629069344e-12,-3.534570171933266e-8
0.0109,10.9,8.181041170242084e-5,8.419140097157515e-5,7.023559542645534e-7,3.0833452173564236e-6,6.032561653744926e-24,6.0214137504333086e-12,-4.10239225151135e-8
0.01115,11.15,9.092956364668523e-5,9.347953448898305e-5,7.826503409072374e-7,3.3326211759405733e-6,6.520701416039479e-24,7.225334178654874e-12,-3.914761685204532e-8
0.0112,11.2,9.282295936789727e-5,9.540675323784651e-5,7.993404588259514e-7,3.383134321244078e-6,6.619627377215107e-24,7.485314914250937e-12,-4.580639175301588e-8
0.01125,11.25,9.473936762404311e-5,9.735697096398965e-5,8.162394640259979e-7,3.433842796182024e-6,6.718939187956265e-24,7.751868200316006e-12,-3.8651028912208694e-8
0.0113,11.299999999999999,9.667869943899424e-5,9.933008917078938e-5,8.333465752503445e-7,3.4847362989839165e-6,6.818616737958139e-24,8.025002639967919e-12,-3.6564097387446506e-8
0.01135,11.350000000000001,9.864085911897535e-5,0.00010132600270834558,8.506609488428417e-7,3.5358045298668615e-6,6.918639919026316e-24,8.304819517833521e-12,-4.1395081571019986e-8
0.0114,11.4,0.00010062574428377415,0.0001033445998100694,8.681816793258139e-7,3.5870371969859853e-6,7.018988636724873e-24,8.591321890614428e-12,-4.375969213441997e-8
0.01175,11.75,0.0001151462573347331,0.0001180991507527386,9.96515946103528e-7,3.949409353278754e-6,7.728863761239216e-24,1.0788373858890187e-11,-4.190981331167669e-8
0.0118,11.799999999999999,0.00011730846243722025,0.00012029440418209668,1.0156476506141591e-6,4.001589384323525e-6,7.831097797392048e-24,1.1129986176220092e-11,-3.708040684991366e-8
0.01185,11.85,0.00011949217186346075,0.000122511039266658,1.0349748399106955e-6,4.053842231588175e-6,7.933478400664108e-24,1.1478637836545706e-11,-4.1146984816327976e-8
0.01195,11.950000000000001,0.00012392341920453443,0.00012700773591868482,1.0742095767986632e-6,4.158526278708259e-6,8.138600941936072e-24,1.2197030820517865e-11,-4.377783593524005e-8
0.012,12.0,0.00012617059745084584,0.0001292874210444131,1.0941139235418104e-6,4.210937504496132e-6,8.24130383546248e-24,1.256679347421677e-11,-4.6142052068187423e-8
0.01205,12.05,0.0001284385604982942,0.00013158773475384784,1.11420735218392e-6,4.263381594749584e-6,8.344075199976113e-24,1.294363648037095e-11,-4.434897123062006e-8
0.0121,12.1,0.00013072711064777916,0.00013390847118194057,1.1344881065996446e-6,4.315848627395666e-6,8.446895634193004e-24,1.332751680915452e-11,-3.78590125633668e-8
0.01215,12.149999999999999,0.00013303604284713028,0.00013624941719546282,1.1549543669046035e-6,4.368328701478181e-6,8.549745775619011e-24,1.371847330538128e-11,-4.0479608490511e-8
0.0123,12.3,0.00014008296806679107,0.00014339126948186492,1.2174470060080517e-6,4.525748406106e-6,8.8582812544567e-24,1.493352281363104e-11,-4.238391871571452e-8
0.01235,12.35,0.0001424712260151572,0.00014581077218568775,1.238635778269482e-6,4.578181933400853e-6,8.961057127471624e-24,1.53525684559522e-11,-4.661615747222525e-8
0.0124,12.4,0.00014487872544019918,0.0001482493046790635,1.2599999614716658e-6,4.630579184514522e-6,9.06376622082269e-24,1.5778560492227632e-11,-4.2906933495876053e-8
0.0126,12.6,0.0001546959627057194,0.00015818840572550872,1.34716514704102e-6,4.839608149232569e-6,9.473548618471057e-24,1.75515146833039e-11,-4.625170373401314e-8
0.01265,12.65,0.00015719571160992187,0.00016071801607808313,1.36937148397292e-6,4.891675934084228e-6,9.57563390362884e-24,1.8011772629468103e-11,-3.818244553450741e-8
0.0127,12.7,0.000159713056444128,0.00016326496580739295,1.391738734194381e-6,4.943648078936265e-6,9.677536169258998e-24,1.847870629689984e-11,-4.435133781333572e-8
0.01275,12.75,0.00016224769074674197,0.00016582894116359286,1.414264203750574e-6,4.9955146016016515e-6,9.779235857961272e-24,1.8952287483547774e-11,-4.750914801693544e-8
0.0128,12.8,0.0001647992982579357,0.00016840961864507924,1.4369451139357184e-6,5.047265481600833e-6,9.880713333949387e-24,1.9432409144546538e-11,-4.604028901141391e-8
0.013,13.0,0.00017516877911513958,0.00017889252520995576,1.5291644982261253e-6,5.2529105715786426e-6,1.0284005149607507e-23,2.1416879491699657e-11,-4.67644633224068e-8
0.01305,13.05,0.00017780014938017797,0.00018155150287054163,1.552577811091615e-6,5.3039312794903124e-6,1.038407366561569e-23,2.1928526541212485e-11,-3.642565229858022e-8
0.0131,13.100000000000001,0.00018044637634423276,0.00018422502355345632,1.5761279890032037e-6,5.354775175742684e-6,1.0483800029330313e-23,2.244615688301739e-11,-3.792764346212103e-8
0.01325,13.25,0.00018847022434655925,0.00019232880114272978,1.6475648552667144e-6,5.506141627364734e-6,1.0780721416240945e-23,2.40338686481346e-11,-3.8639195998630377e-8
0.0133,13.299999999999999,0.00019117184575677767,0.00019505639223686192,1.6716271133545314e-6,5.556173568821551e-6,1.0878873692094145e-23,2.4574255477549888e-11,-4.2993708195450365e-8
0.01335,13.350000000000001,0.0001938862476650347,0.00019779641567291157,1.6958080165980953e-6,5.605975999319564e-6,1.0976580379551313e-23,2.5119998163101093e-11,-3.5429320975286086e-8
0.0134,13.4,0.00019661297807636912,0.00020054841267565208,1.7201035956075474e-6,5.655538169177603e-6,1.1073820367824111e-23,2.567091599677998e-11,-4.197449990590482e-8
0.01355,13.549999999999999,0.00020486242847619237,0.00020887146609513817,1.793636982609952e-6,5.8026745741636136e-6,1.1362526919416654e-23,2.7353171689104942e-11,-3.89515849170979e-8
0.0136,13.6,0.00020763369585942074,0.00021166651343435146,1.8183492768454997e-6,5.851166823819648e-6,1.1457686210704167e-23,2.7923151052892596e-11,-3.343981377231869e-8
0.01365,13.65,0.00021041483748441208,0.00021447104689504147,1.843154663695766e-6,5.899364045785787e-6,1.1552271187373837e-23,2.849744354559656e-11,-4.192953483430722e-8
0.01395,13.950000000000001,0.00022727836215587436,0.0002314664153564327,1.993671393448227e-6,6.181724561945647e-6,1.2106486946632931e-23,3.202168843615497e-11,-3.92182199030626e-8
0.014,14.0,0.00023011299187570934,0.00023432154348691146,2.0189905287500778e-6,6.227542107285928e-6,1.2196433180781936e-23,3.2620006655105845e-11,-4.62801027266011e-8
0.01405,14.05,0.00023295286357006493,0.00023718147612249716,2.0443618430559093e-6,6.2729743622238495e-6,1.2285627514748283e-23,3.322079958017878e-11,-4.350489006203358e-8
0.01425,14.25,0.00024435173040472506,0.00024865610030602774,2.1462532360958514e-6,6.4506231017167605e-6,1.2634438031689413e-23,3.564323725014949e-11,-3.8525600028278554e-8
0.0143,14.3,0.00024720791123059857,0.00025153007224441154,2.1717975850254103e-6,6.493958562539852e-6,1.2719537335119337e-23,3.625224875011085e-11,-4.6285624752937646e-8
0.01435,14.35,0.0002500652774382139,0.000254404760212757,2.19735807571615e-6,6.536840813353077e-6,1.280375092113363e-23,3.686203214824657e-11,-4.419829879772285e-8
0.01455,14.55,0.00026149192333443493,0.00026589590869803656,2.29963060937044e-6,6.7036159336304066e-6,1.313131071387195e-23,3.930262059603498e-11,-3.9050192530250523e-8
0.0146,14.6,0.00026434409795466143,0.00026876299205240775,2.3251726032434204e-6,6.744066661042362e-6,1.3210769338126729e-23,3.991152208440507e-11,-3.584426181143233e-8
0.01465,14.65,0.0002671929206251519,0.0002716262292180745,2.350690209835856e-6,6.783998762198178e-6,1.3289213183225834e-23,4.051925876001026e-11,-4.1065732143090215e-8
0.0147,14.7,0.0002700375912580081,0.00027448481683016944,2.376176259843525e-6,6.823401790834902e-6,1.336662162059272e-23,4.1125496731803976e-11,-4.4480711001791975e-8
0.01475,14.75,0.00027287729793568636,0.00027733793997834115,2.4016234713842384e-6,6.862265472270459e-6,1.344297435473909e-23,4.172988415399209e-11,-3.866365068669223e-8
0.0148,14.8,0.0002757112172220851,0.00028018477253122866,2.427024452648212e-6,6.900579719411423e-6,1.351825145477496e-23,4.233208276012495e-11,-4.8316941583881754e-8
0.01485,14.85,0.00027853851449110016,0.0002830244774783461,2.452371704724944e-6,6.938334649001318e-6,1.3592433386493652e-23,4.293173053914439e-11,-3.778485963827602e-8
0.0152,15.2,0.00029807188967210727,0.000302630421053371,2.6276471348852893e-6,7.186178469072841e-6,1.4079499611807566e-23,4.7028142519419766e-11,-4.8025851909855195e-8
0.01525,15.25,0.0003008149445882438,0.0003053817947609254,2.6522828218554015e-6,7.219132946908803e-6,1.414427527856714e-23,4.759459246884641e-11,-3.363229583319262e-8
0.0153,15.299999999999999,0.000303543425481336,0.00030811808354495624,2.6767930269263028e-6,7.251451042346853e-6,1.4207803174865087e-23,4.815530100787471e-11,-4.436238186600882e-8
0.01535,15.350000000000001,0.0003062564077441722,0.0003108383642301092,2.701169374618212e-6,7.2831258118065045e-6,1.4270069513862414e-23,4.870988696851508e-11,-3.881826742411555e-8
0.0154,15.4,0.00030895296028265784,0.00031354170760089766,2.7254034245121427e-6,7.314150693449979e-6,1.4331061257062393e-23,4.925803325365612e-11,-4.3911153428222404e-8
0.01545,15.450000000000001,0.00031163214601689633,0.00031622717891313196,2.749486675871897e-6,7.344519522270678e-6,1.4390766144361077e-23,4.979936218181716e-11,-3.749613654696513e-8
0.0155,15.5,0.00031429302239265484,0.0003188938384153208,2.773410572335258e-6,7.374226544622381e-6,1.4449172722699236e-23,5.033356926178603e-11,-4.529323773416961e-8
0.01565,15.65,0.00032215629860230324,0.00032677148452274935,2.8441398352378902e-6,7.459325703749935e-6,1.4616500770084475e-23,5.189000030359966e-11,-4.4051570669351744e-8
0.0157,15.7,0.00032473442072179006,0.00032935341765071794,2.8673398046710708e-6,7.486336681155706e-6,1.4669616697878214e-23,5.2392370393441554e-11,-5.084839622873598e-8
0.01575,15.75,0.0003272894568755523,0.000331911783693654,2.8903369724561712e-6,7.512663737623094e-6,1.4721390118081313e-23,5.2885973408821274e-11,-4.8805246484213556e-8
0.01595,15.95,0.0003372594310996777,0.0003418903898574181,2.9801215847043697e-6,7.611080287634493e-6,1.4914952672762583e-23,5.476719749553323e-11,-4.3128603410243154e-8
0.016,16.0,0.00033968454452828367,0.00034431652488694055,3.00197258012124e-6,7.633952883517452e-6,1.4959942858328883e-23,5.521285139309757e-11,-4.782074807449773e-8
0.01605,16.049999999999997,0.0003420807699406876,0.0003467133334324151,3.023567830394711e-6,7.656131266425348e-6,1.5003569440478546e-23,5.5648106060470414e-11,-4.87279381155019e-8
0.0161,16.1,0.0003444471403576612,0.0003490798575075133,3.0448984959243895e-6,7.677615589645534e-6,1.5045832581417405e-23,5.607279089357542e-11,-5.819426897815404e-8
0.0163,16.299999999999997,0.00035359479249766394,0.00035822402861396924,3.1273989234882657e-6,7.756634982076122e-6,1.5201292650109603e-23,5.766135396589575e-11,-5.606118909043642e-8
0.01635,16.35,0.00035579745035361154,0.0003604248468982824,3.147274542931262e-6,7.774671029525955e-6,1.5236779876815736e-23,5.8030047679226293e-11,-4.611680851922035e-8
0.0164,16.400000000000002,0.0003579644986306708,0.00036258969165897664,3.1668328891699594e-6,7.792025859033936e-6,1.5270928127506216e-23,5.83871007965785e-11,-5.479270075484104e-8
0.01655,16.549999999999997,0.0003642425446709898,0.00036885907486368234,3.2235177002824274e-6,7.840047833536292e-6,1.5365425918845134e-23,5.938697404596714e-11,-5.169247739732246e-8
0.0166,16.6,0.00036625773931957397,0.0003708707443670499,3.2417205871474613e-6,7.854725574866297e-6,1.5394311059680512e-23,5.969625939156096e-11,-6.082590895797134e-8
0.01665,16.650000000000002,0.00036823264428952014,0.0003728418300861176,3.259563253908636e-6,7.868748990453173e-6,1.542190954186136e-23,5.99933853431906e-11,-5.9506933524441806e-8
0.0167,16.7,0.00037016634161816123,0.00037477142967935745,3.277037267277897e-6,7.882125268130689e-6,1.544823539973754e-23,6.027840226722338e-11,-6.501949353012623e-8
0.01675,16.75,0.0003720579203463715,0.000376658648355663,3.2941342552061587e-6,7.894862203887624e-6,1.547330386841441e-23,6.055121138801105e-11,-5.8837979476814384e-8
0.0168,16.8,0.00037390647692001056,0.00037850259927341736,3.3108459106077817e-6,7.906968203134062e-6,1.5497131386258754e-23,6.081190598693485e-11,-6.860092203982963e-8
0.01725,17.25,0.00038846255053002,0.0003930091933315259,3.442576799766093e-6,7.989219538586833e-6,1.5659046284970262e-23,6.262191838803896e-11,-6.324771193699985e-8
0.0173,17.3,0.00038983308372681315,0.00039437370179379923,3.454994977576106e-6,7.995612981718816e-6,1.5671634114361184e-23,6.276589234099077e-11,-7.750242849434352e-8
0.01735,17.35,0.0003911512481995949,0.00039568581487746304,3.466941689568055e-6,8.001508304467299e-6,1.5683241541748225e-23,6.289909148421152e-11,-6.984416682645794e-8
0.0174,17.4,0.0003924162566742218,0.00039694476832416507,3.478409659958835e-6,8.006921246806802e-6,1.5693899497589277e-23,6.302188368075605e-11,-7.340981811805692e-8
0.01745,17.45,0.00039362733357431906,0.00039814981007878854,3.489391716983376e-6,8.011868158251373e-6,1.5703640117183218e-23,6.313443928709259e-11,-6.706737644007998e-8
0.0175,17.5,0.0003947837152974648,0.00039930020056294353,3.499880795309249e-6,8.016365997461514e-6,1.5712496739655023e-23,6.323717270408206e-11,-8.92785440874828e-8
0.01785,17.85,0.0004012854178014845,0.00040576331630032676,3.558930878832999e-6,8.03682931388319e-6,1.575279450281279e-23,6.370936825839922e-11,-8.266631197992026e-8
0.0179,17.9,0.0004019782731823761,0.0004064514561495723,3.5652353117652e-6,8.038418215119851e-6,1.575592387104034e-23,6.374651902124361e-11,-9.503249553016485e-8
0.01795,17.95,0.0004026101435526725,0.0004070788933847215,3.5709883469799774e-6,8.039738115166073e-6,1.5758523522002217e-23,6.377740191199157e-11,-8.553145478768298e-8
0.018,18.0,0.0004031803995738054,0.00040764502761349205,3.5761841089400026e-6,8.04081208472963e-6,1.5760638869732528e-23,6.380265443671648e-11,-9.432567615908683e-8
0.01805,18.05,0.0004036884267850289,0.00040814927380785,3.5808168534726636e-6,8.041663812387418e-6,1.5762316548095594e-23,6.382267825521337e-11,-8.36886757130867e-8
0.0181,18.1,0.000404133625878641,0.0004085910625790936,3.584880970101763e-6,8.042317606621245e-6,1.5763604414329502e-23,6.38381521177525e-11,-9.49551871614532e-8
0.01835,18.35,0.0004053973204032086,0.00040984434713524164,3.596485432463605e-6,8.043512100531965e-6,1.5765957837179623e-23,6.386660611750687e-11,-9.802858924819425e-8
0.0184,18.4,0.0004054538500804072,0.000409900346216933,3.597027757051609e-6,8.04352382960136e-6,1.5765980989223187e-23,6.38669431188762e-11,-1.0907421964309886e-7
0.01845,18.450000000000003,0.0004054438052095077,0.0004098903645207058,3.596966132373921e-6,8.043525379595137e-6,1.5765984031883127e-23,6.386697205673301e-11,-1.0998298740591347e-7
0.0186,18.599999999999998,0.0004050096398033655,0.0004094602919791379,3.5931138617183315e-6,8.043765973507369e-6,1.5766457393737558e-23,6.387235238617166e-11,-1.1101166202632166e-7
0.01865,18.65,0.0004047288045091515,0.0004091822381269571,3.590593540763677e-6,8.044027094577776e-6,1.5766971323379092e-23,6.387834117794907e-11,-1.1313212013955574e-7
0.0187,18.700000000000003,0.0004043792411320902,0.00040883622402683385,3.5874486341824096e-6,8.044431464924359e-6,1.5767767269537146e-23,6.388757227867616e-11,-1.1414975070729085e-7
0.01875,18.75,0.00040396057585415703,0.0004084219121606738,3.5836755143984972e-6,8.0450117568884e-6,1.5768909565099297e-23,6.390092093055434e-11,-1.2591639996956745e-7
0.0191,19.099999999999998,0.0003990679514920689,0.00040358543151865277,3.5394066582796536e-6,8.056886620558713e-6,1.5792287381426824e-23,6.417318598390596e-11,-1.3164826330690335e-7
0.01915,19.15,0.0003980854926220754,0.0004026151259042769,3.5304990292896426e-6,8.060132247097134e-6,1.579867702270629e-23,6.424730669612291e-11,-1.4668868532584714e-7
0.0192,19.2,0.0003970315160743993,0.0004015744559541779,3.5209388792810728e-6,8.063878694596108e-6,1.5806052569768935e-23,6.433261151855681e-11,-1.3095879887574017e-7
0.01925,19.25,0.00039590586752158863,0.0004004633086461133,3.5107245121704227e-6,8.068165572118781e-6,1.5814491962505172e-23,6.443005436883118e-11,-1.4625323410616516e-7
0.0193,19.3,0.0003947084173298849,0.00039928159614994286,3.499854449823882e-6,8.07303320520077e-6,1.5824074542902126e-23,6.454033702846619e-11,-1.4074067410048072e-7
0.01935,19.349999999999998,0.0003934390611039573,0.00039802925637070575,3.4883274370156824e-6,8.078522638945208e-6,1.5834881060170547e-23,6.466441642138243e-11,-1.5454416222003797e-7
0.0194,19.400000000000002,0.00039209772024436724,0.0003967062535038421,3.476142446537561e-6,8.08467564106638e-6,1.5846993676222173e-23,6.48029938917266e-11,-1.4306465832726181e-7
0.01945,19.45,0.0003906843425123649,0.0003953125785973983,3.46329868436309e-6,8.091534704284047e-6,1.5860495969376718e-23,6.495702439841789e-11,-1.553598443960365e-7
0.0198,19.8,0.0003787750832113001,0.0003835831920803066,3.3549314937860284e-6,8.163040296094516e-6,1.6001242237238622e-23,6.653437185510927e-11,-1.6365550567534066e-7
0.01985,19.849999999999998,0.0003767868866379145,0.000381627233058936,3.336818737187093e-6,8.177165091185148e-6,1.6029041478345243e-23,6.684063762401365e-11,-1.8284375833393656e-7
0.0199,19.900000000000002,0.0003747274666377764,0.0003796018264605617,3.318051453643496e-6,8.192411209090384e-6,1.605904660836736e-23,6.716936938438406e-11,-1.6901187122179133e-7
0.01995,19.95,0.0003725970673494051,0.0003775072643645968,3.298631483577957e-6,8.208828431065917e-6,1.6091355400883738e-23,6.752142702321124e-11,-1.823167992492489e-7
0.02,20.0,0.0003703959659289381,0.000375343872293798,3.2785609622559097e-6,8.226467259036282e-6,1.6126067028164647e-23,6.789739914171102e-11,-1.8214167212828986e-7
0.02005,20.049999999999997,0.00036812447316873363,0.0003731120098231617,3.2578423255411953e-6,8.245378911478418e-6,1.6163282051904194e-23,6.829810763436039e-11,-1.927723616870482e-7
0.0206,20.6,0.00033861662043357943,0.00034418120601486726,2.9881764683759664e-6,8.552761974942234e-6,1.6767986295395987e-23,7.45084890524479e-11,-2.13120239876319e-7
0.02065,20.650000000000002,0.00033553774885573123,0.0003411689563086016,2.9599876440538913e-6,8.591195021446056e-6,1.6843573966347286e-23,7.525018086959555e-11,-2.2804864364672142e-7
0.0207,20.7,0.00033239586199870926,0.00033809627867537436,2.931212296791661e-6,8.631628897208415e-6,1.6923092381545023e-23,7.602299843543272e-11,-2.253333844109507e-7
